Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
29 May 2020, 1.1136, 119.29, 1.9558, 26.921, 7.4542, 0.90088, 348.73, 4.4495, 4.8493, 10.4870, 1.0720, 150.80, 10.7880, 7.5870, 78.4416, 7.6101, 1.6681, 5.9654, 1.5280, 7.9456, 8.6347, 16269.70, 3.9065, 84.1025, 1376.21, 24.5700, 4.8414, 1.7863, 56.231, 1.5712, 35.424, 19.4239, 
